pygame 1.9.6
Hello from the pygame community. https://www.pygame.org/contribute.html
Generating data ... n_rollout=90, time_step=75
Training data generated, warpping up stats ...
stats warmed done!
Generating data ... n_rollout=10, time_step=75
Training data generated, warpping up stats ...
phase: valid
Loading stat from data/data_PassWater/stat.h5 ...
stats warmed done!
data generate done!
dataloaders generate done!
particle encoder input size:  18
particle encoder input size:  18
Number of parameters: 1075610
train [0/1000][0/6660] n_relations: 8937, Loss: 0.965584, Agg: 0.965584
train [24/1000][400/6660] n_relations: 9494, Loss: 0.361817, Agg: 0.403585
train [24/1000][600/6660] n_relations: 7245, Loss: 0.325932, Agg: 0.400474
train [24/1000][800/6660] n_relations: 3669, Loss: 0.369823, Agg: 0.403182
train [24/1000][1000/6660] n_relations: 13541, Loss: 0.358991, Agg: 0.401853
train [24/1000][1200/6660] n_relations: 4886, Loss: 0.428146, Agg: 0.401801
train [24/1000][1400/6660] n_relations: 10963, Loss: 0.436607, Agg: 0.401558
train [24/1000][1600/6660] n_relations: 9339, Loss: 0.380305, Agg: 0.402360
train [24/1000][1800/6660] n_relations: 19962, Loss: 0.402373, Agg: 0.402418
train [24/1000][2000/6660] n_relations: 8959, Loss: 0.470845, Agg: 0.402352
train [24/1000][2200/6660] n_relations: 4748, Loss: 0.346911, Agg: 0.402867
train [24/1000][2400/6660] n_relations: 20252, Loss: 0.552589, Agg: 0.402005
train [24/1000][2600/6660] n_relations: 11703, Loss: 0.517555, Agg: 0.401848
train [24/1000][2800/6660] n_relations: 16662, Loss: 0.295783, Agg: 0.402069
train [24/1000][3000/6660] n_relations: 4430, Loss: 0.351722, Agg: 0.401635
train [24/1000][3200/6660] n_relations: 10704, Loss: 0.281908, Agg: 0.401328
train [24/1000][3400/6660] n_relations: 5416, Loss: 0.476890, Agg: 0.400877
train [24/1000][3600/6660] n_relations: 21714, Loss: 0.623481, Agg: 0.401179
train [24/1000][3800/6660] n_relations: 11094, Loss: 0.287036, Agg: 0.401639
train [24/1000][4000/6660] n_relations: 13627, Loss: 0.325591, Agg: 0.401843
train [24/1000][4200/6660] n_relations: 8814, Loss: 0.410822, Agg: 0.401823
train [24/1000][4400/6660] n_relations: 11418, Loss: 0.535863, Agg: 0.401607
train [24/1000][4600/6660] n_relations: 19253, Loss: 0.401511, Agg: 0.401688
train [24/1000][4800/6660] n_relations: 11706, Loss: 0.427287, Agg: 0.401599
train [24/1000][5000/6660] n_relations: 11778, Loss: 0.478713, Agg: 0.401512
train [24/1000][5200/6660] n_relations: 18170, Loss: 0.330689, Agg: 0.401403
train [24/1000][5400/6660] n_relations: 15476, Loss: 0.534785, Agg: 0.401641
train [24/1000][5600/6660] n_relations: 10391, Loss: 0.431881, Agg: 0.401509
train [24/1000][5800/6660] n_relations: 11069, Loss: 0.516101, Agg: 0.400988
train [24/1000][6000/6660] n_relations: 19107, Loss: 0.366999, Agg: 0.400885
train [24/1000][6200/6660] n_relations: 9255, Loss: 0.352825, Agg: 0.401135
train [24/1000][6400/6660] n_relations: 18962, Loss: 0.281148, Agg: 0.401094
train [24/1000][6600/6660] n_relations: 11851, Loss: 0.399438, Agg: 0.401119
train [24/1000] Loss: 0.4011, Best valid: 0.4039
valid [24/1000][0/740] n_relations: 11872, Loss: 0.280782, Agg: 0.280782
valid [24/1000][200/740] n_relations: 13927, Loss: 0.298589, Agg: 0.422039
valid [24/1000][400/740] n_relations: 11193, Loss: 0.419048, Agg: 0.391251
valid [24/1000][600/740] n_relations: 7175, Loss: 0.376551, Agg: 0.404469
valid [24/1000] Loss: 0.4066, Best valid: 0.4039
train [25/1000][0/6660] n_relations: 14703, Loss: 0.453986, Agg: 0.453986
train [25/1000][200/6660] n_relations: 4527, Loss: 0.409514, Agg: 0.400725
train [25/1000][400/6660] n_relations: 15182, Loss: 0.585047, Agg: 0.400512
train [25/1000][600/6660] n_relations: 14809, Loss: 0.519540, Agg: 0.401820
train [25/1000][800/6660] n_relations: 10539, Loss: 0.462523, Agg: 0.398514
train [25/1000][1000/6660] n_relations: 5475, Loss: 0.403898, Agg: 0.397192
train [25/1000][1200/6660] n_relations: 15824, Loss: 0.511812, Agg: 0.399047
train [25/1000][1400/6660] n_relations: 20160, Loss: 0.354054, Agg: 0.397643
train [25/1000][1600/6660] n_relations: 19526, Loss: 0.279243, Agg: 0.397494
train [25/1000][1800/6660] n_relations: 13698, Loss: 0.479938, Agg: 0.397606
train [25/1000][2000/6660] n_relations: 6058, Loss: 0.510354, Agg: 0.397673
train [25/1000][2200/6660] n_relations: 11012, Loss: 0.326202, Agg: 0.398092
train [25/1000][2400/6660] n_relations: 19484, Loss: 0.315337, Agg: 0.399349
train [25/1000][2600/6660] n_relations: 4672, Loss: 0.431502, Agg: 0.399116
train [25/1000][2800/6660] n_relations: 4907, Loss: 0.521868, Agg: 0.399621
train [25/1000][3000/6660] n_relations: 11351, Loss: 0.427252, Agg: 0.398743
train [25/1000][3200/6660] n_relations: 20323, Loss: 0.411349, Agg: 0.398205
train [25/1000][3400/6660] n_relations: 9651, Loss: 0.285913, Agg: 0.398162
train [25/1000][3600/6660] n_relations: 6763, Loss: 0.282071, Agg: 0.397932
train [25/1000][3800/6660] n_relations: 5388, Loss: 0.504541, Agg: 0.398661
train [25/1000][4000/6660] n_relations: 13955, Loss: 0.309437, Agg: 0.398354
train [25/1000][4200/6660] n_relations: 6887, Loss: 0.389752, Agg: 0.398533
train [25/1000][4400/6660] n_relations: 4259, Loss: 0.398892, Agg: 0.398707
train [25/1000][4600/6660] n_relations: 5734, Loss: 0.375213, Agg: 0.398576
train [25/1000][4800/6660] n_relations: 9699, Loss: 0.429164, Agg: 0.398518
train [25/1000][5000/6660] n_relations: 10989, Loss: 0.330784, Agg: 0.398629
train [25/1000][5200/6660] n_relations: 3718, Loss: 0.487029, Agg: 0.398834
train [25/1000][5400/6660] n_relations: 15221, Loss: 0.561585, Agg: 0.398906
train [25/1000][5600/6660] n_relations: 6054, Loss: 0.484961, Agg: 0.398858
train [25/1000][5800/6660] n_relations: 3605, Loss: 0.334228, Agg: 0.398700
train [25/1000][6000/6660] n_relations: 4841, Loss: 0.578813, Agg: 0.398504
train [25/1000][6200/6660] n_relations: 4317, Loss: 0.438195, Agg: 0.398571
train [25/1000][6400/6660] n_relations: 5361, Loss: 0.381910, Agg: 0.398597
train [25/1000][6600/6660] n_relations: 6296, Loss: 0.465429, Agg: 0.398591
train [25/1000] Loss: 0.3985, Best valid: 0.4039
valid [25/1000][0/740] n_relations: 11872, Loss: 0.144827, Agg: 0.144827
valid [25/1000][200/740] n_relations: 13927, Loss: 0.296649, Agg: 0.410659
valid [25/1000][400/740] n_relations: 11193, Loss: 0.387580, Agg: 0.379375
valid [25/1000][600/740] n_relations: 7175, Loss: 0.389383, Agg: 0.391757
valid [25/1000] Loss: 0.3933, Best valid: 0.4039
train [26/1000][0/6660] n_relations: 10170, Loss: 0.307537, Agg: 0.307537
train [26/1000][200/6660] n_relations: 7726, Loss: 0.261708, Agg: 0.400350
train [26/1000][400/6660] n_relations: 10726, Loss: 0.414186, Agg: 0.395682
train [26/1000][600/6660] n_relations: 5513, Loss: 0.399693, Agg: 0.393663
train [26/1000][800/6660] n_relations: 9487, Loss: 0.265155, Agg: 0.394066
train [26/1000][1000/6660] n_relations: 14089, Loss: 0.451148, Agg: 0.397305
train [26/1000][1200/6660] n_relations: 5598, Loss: 0.202397, Agg: 0.397763
train [26/1000][1400/6660] n_relations: 3516, Loss: 0.422903, Agg: 0.398072
train [26/1000][1600/6660] n_relations: 6922, Loss: 0.505808, Agg: 0.397027
train [26/1000][1800/6660] n_relations: 15706, Loss: 0.479855, Agg: 0.396957
train [26/1000][2000/6660] n_relations: 13760, Loss: 0.210850, Agg: 0.397121
train [26/1000][2200/6660] n_relations: 7767, Loss: 0.410467, Agg: 0.397285
train [26/1000][2400/6660] n_relations: 5087, Loss: 0.473168, Agg: 0.397240
train [26/1000][2600/6660] n_relations: 8852, Loss: 0.418283, Agg: 0.396317
train [26/1000][2800/6660] n_relations: 20789, Loss: 0.635035, Agg: 0.395959
train [26/1000][3000/6660] n_relations: 7234, Loss: 0.388087, Agg: 0.396689
train [26/1000][3200/6660] n_relations: 8630, Loss: 0.358038, Agg: 0.397031
train [26/1000][3400/6660] n_relations: 10506, Loss: 0.282658, Agg: 0.396494
train [26/1000][3600/6660] n_relations: 6376, Loss: 0.442811, Agg: 0.396706
train [26/1000][3800/6660] n_relations: 10697, Loss: 0.374670, Agg: 0.396969
train [26/1000][4000/6660] n_relations: 7036, Loss: 0.461516, Agg: 0.397185
train [26/1000][4200/6660] n_relations: 19978, Loss: 0.381500, Agg: 0.397206
train [26/1000][4400/6660] n_relations: 14212, Loss: 0.413873, Agg: 0.397330
train [26/1000][4600/6660] n_relations: 19979, Loss: 0.281199, Agg: 0.397034
train [26/1000][4800/6660] n_relations: 13116, Loss: 0.456521, Agg: 0.396974
train [26/1000][5000/6660] n_relations: 4212, Loss: 0.408442, Agg: 0.396748
train [26/1000][5200/6660] n_relations: 4103, Loss: 0.419127, Agg: 0.396294
train [26/1000][5400/6660] n_relations: 16444, Loss: 0.458694, Agg: 0.396472
train [26/1000][5600/6660] n_relations: 15981, Loss: 0.341216, Agg: 0.396322
train [26/1000][5800/6660] n_relations: 5791, Loss: 0.323653, Agg: 0.396406
train [26/1000][6000/6660] n_relations: 10717, Loss: 0.354135, Agg: 0.396315
train [26/1000][6200/6660] n_relations: 4547, Loss: 0.371410, Agg: 0.396046
train [26/1000][6400/6660] n_relations: 19101, Loss: 0.486476, Agg: 0.395999
train [26/1000][6600/6660] n_relations: 13139, Loss: 0.410808, Agg: 0.396133
train [26/1000] Loss: 0.3961, Best valid: 0.3933
valid [26/1000][0/740] n_relations: 11872, Loss: 0.257224, Agg: 0.257224
valid [26/1000][200/740] n_relations: 13927, Loss: 0.293896, Agg: 0.411388
valid [26/1000][400/740] n_relations: 11193, Loss: 0.385539, Agg: 0.380893
valid [26/1000][600/740] n_relations: 7175, Loss: 0.396409, Agg: 0.393327
valid [26/1000] Loss: 0.3946, Best valid: 0.3933
train [27/1000][0/6660] n_relations: 4914, Loss: 0.298071, Agg: 0.298071
train [27/1000][200/6660] n_relations: 3833, Loss: 0.342124, Agg: 0.384801
train [27/1000][400/6660] n_relations: 7533, Loss: 0.440336, Agg: 0.389418
train [27/1000][600/6660] n_relations: 19301, Loss: 0.385372, Agg: 0.390939
train [27/1000][800/6660] n_relations: 7303, Loss: 0.334373, Agg: 0.390676
train [27/1000][1000/6660] n_relations: 13792, Loss: 0.336273, Agg: 0.391107
train [27/1000][1200/6660] n_relations: 7116, Loss: 0.558742, Agg: 0.391943
train [27/1000][1400/6660] n_relations: 8490, Loss: 0.419350, Agg: 0.395047
train [27/1000][1600/6660] n_relations: 13761, Loss: 0.394459, Agg: 0.395005
train [27/1000][1800/6660] n_relations: 5172, Loss: 0.343355, Agg: 0.395220
train [27/1000][2000/6660] n_relations: 14793, Loss: 0.481213, Agg: 0.394143
train [27/1000][2200/6660] n_relations: 20721, Loss: 0.409009, Agg: 0.393527
train [27/1000][2400/6660] n_relations: 10325, Loss: 0.354643, Agg: 0.393736
train [27/1000][2600/6660] n_relations: 5373, Loss: 0.256830, Agg: 0.393538
train [27/1000][2800/6660] n_relations: 5055, Loss: 0.501326, Agg: 0.393465
train [27/1000][3000/6660] n_relations: 5475, Loss: 0.405994, Agg: 0.393759
train [27/1000][3200/6660] n_relations: 14889, Loss: 0.390537, Agg: 0.393966
train [27/1000][3400/6660] n_relations: 4986, Loss: 0.263456, Agg: 0.393795
train [27/1000][3600/6660] n_relations: 6323, Loss: 0.366482, Agg: 0.394261
train [27/1000][3800/6660] n_relations: 4197, Loss: 0.356456, Agg: 0.394705
train [27/1000][4000/6660] n_relations: 17366, Loss: 0.368377, Agg: 0.395096
train [27/1000][4200/6660] n_relations: 15340, Loss: 0.432032, Agg: 0.395135
train [27/1000][4400/6660] n_relations: 13570, Loss: 0.527650, Agg: 0.395388
train [27/1000][4600/6660] n_relations: 5229, Loss: 0.382465, Agg: 0.395478
train [27/1000][4800/6660] n_relations: 4708, Loss: 0.332243, Agg: 0.395110
train [27/1000][5000/6660] n_relations: 15479, Loss: 0.604074, Agg: 0.394991
train [27/1000][5200/6660] n_relations: 3673, Loss: 0.445325, Agg: 0.394616
train [27/1000][5400/6660] n_relations: 12610, Loss: 0.418129, Agg: 0.394726
train [27/1000][5600/6660] n_relations: 4013, Loss: 0.299906, Agg: 0.394555
train [27/1000][5800/6660] n_relations: 15347, Loss: 0.452006, Agg: 0.394422
train [27/1000][6000/6660] n_relations: 7387, Loss: 0.230717, Agg: 0.394107
train [27/1000][6200/6660] n_relations: 18799, Loss: 0.369578, Agg: 0.393989
train [27/1000][6400/6660] n_relations: 3667, Loss: 0.549514, Agg: 0.393996
train [27/1000][6600/6660] n_relations: 10463, Loss: 0.315034, Agg: 0.394119
train [27/1000] Loss: 0.3941, Best valid: 0.3933
valid [27/1000][0/740] n_relations: 11872, Loss: 0.354065, Agg: 0.354065
valid [27/1000][200/740] n_relations: 13927, Loss: 0.296664, Agg: 0.417000
valid [27/1000][400/740] n_relations: 11193, Loss: 0.408836, Agg: 0.384667
valid [27/1000][600/740] n_relations: 7175, Loss: 0.384316, Agg: 0.395551
valid [27/1000] Loss: 0.3968, Best valid: 0.3933
train [28/1000][0/6660] n_relations: 7052, Loss: 0.270536, Agg: 0.270536
train [28/1000][200/6660] n_relations: 26012, Loss: 0.488498, Agg: 0.386222
train [28/1000][400/6660] n_relations: 6035, Loss: 0.581340, Agg: 0.383681
train [28/1000][600/6660] n_relations: 10496, Loss: 0.483919, Agg: 0.381107
train [28/1000][800/6660] n_relations: 10054, Loss: 0.384795, Agg: 0.384344
train [28/1000][1000/6660] n_relations: 20993, Loss: 0.445121, Agg: 0.386534
train [28/1000][1200/6660] n_relations: 5771, Loss: 0.385197, Agg: 0.386984
train [28/1000][1400/6660] n_relations: 11451, Loss: 0.368604, Agg: 0.387148
train [28/1000][1600/6660] n_relations: 5062, Loss: 0.373295, Agg: 0.387605
train [28/1000][1800/6660] n_relations: 4835, Loss: 0.490092, Agg: 0.388837
train [28/1000][2000/6660] n_relations: 5606, Loss: 0.470121, Agg: 0.390333
train [28/1000][2200/6660] n_relations: 16614, Loss: 0.465486, Agg: 0.390247
train [28/1000][2400/6660] n_relations: 11703, Loss: 0.480312, Agg: 0.392132
train [28/1000][2600/6660] n_relations: 19305, Loss: 0.385180, Agg: 0.391686
train [28/1000][2800/6660] n_relations: 4935, Loss: 0.352046, Agg: 0.391832
train [28/1000][3000/6660] n_relations: 9495, Loss: 0.393086, Agg: 0.391841
train [28/1000][3200/6660] n_relations: 9198, Loss: 0.484295, Agg: 0.391473
train [28/1000][3400/6660] n_relations: 9542, Loss: 0.332573, Agg: 0.391081
train [28/1000][3600/6660] n_relations: 10045, Loss: 0.426402, Agg: 0.391382
train [28/1000][3800/6660] n_relations: 10557, Loss: 0.377386, Agg: 0.391427
train [28/1000][4000/6660] n_relations: 5209, Loss: 0.384821, Agg: 0.391449
train [28/1000][4200/6660] n_relations: 3890, Loss: 0.354202, Agg: 0.391396
train [28/1000][4400/6660] n_relations: 5532, Loss: 0.281739, Agg: 0.391029
train [28/1000][4600/6660] n_relations: 9382, Loss: 0.330089, Agg: 0.391322
train [28/1000][4800/6660] n_relations: 12469, Loss: 0.354020, Agg: 0.391355
train [28/1000][5000/6660] n_relations: 12590, Loss: 0.402453, Agg: 0.392040
train [28/1000][5200/6660] n_relations: 18573, Loss: 0.377934, Agg: 0.391905
train [28/1000][5400/6660] n_relations: 8278, Loss: 0.414523, Agg: 0.391911
train [28/1000][5600/6660] n_relations: 8380, Loss: 0.421215, Agg: 0.391626
train [28/1000][5800/6660] n_relations: 13301, Loss: 0.260999, Agg: 0.391821
train [28/1000][6000/6660] n_relations: 13266, Loss: 0.343539, Agg: 0.392017
train [28/1000][6200/6660] n_relations: 19579, Loss: 0.319979, Agg: 0.392020
train [28/1000][6400/6660] n_relations: 4472, Loss: 0.302312, Agg: 0.391949
train [28/1000][6600/6660] n_relations: 4981, Loss: 0.373822, Agg: 0.392015
train [28/1000] Loss: 0.3919, Best valid: 0.3933
valid [28/1000][0/740] n_relations: 11872, Loss: 0.197367, Agg: 0.197367
valid [28/1000][200/740] n_relations: 13927, Loss: 0.288308, Agg: 0.414340
valid [28/1000][400/740] n_relations: 11193, Loss: 0.373321, Agg: 0.381315
valid [28/1000][600/740] n_relations: 7175, Loss: 0.384963, Agg: 0.393333
valid [28/1000] Loss: 0.3952, Best valid: 0.3933
train [29/1000][0/6660] n_relations: 5348, Loss: 0.344482, Agg: 0.344482
train [29/1000][200/6660] n_relations: 4854, Loss: 0.377831, Agg: 0.387830
train [29/1000][400/6660] n_relations: 20205, Loss: 0.319115, Agg: 0.386133
train [29/1000][600/6660] n_relations: 9406, Loss: 0.466737, Agg: 0.386975
train [29/1000][800/6660] n_relations: 10405, Loss: 0.518354, Agg: 0.387762
train [29/1000][1000/6660] n_relations: 9353, Loss: 0.348712, Agg: 0.387492
train [29/1000][1200/6660] n_relations: 15476, Loss: 0.520113, Agg: 0.387400
train [29/1000][1400/6660] n_relations: 5508, Loss: 0.416896, Agg: 0.388433
train [29/1000][1600/6660] n_relations: 9074, Loss: 0.361772, Agg: 0.388376
train [29/1000][1800/6660] n_relations: 9753, Loss: 0.319638, Agg: 0.389103
train [29/1000][2000/6660] n_relations: 10237, Loss: 0.390000, Agg: 0.388423
train [29/1000][2200/6660] n_relations: 5771, Loss: 0.402361, Agg: 0.388440
train [29/1000][2400/6660] n_relations: 10305, Loss: 0.355521, Agg: 0.388515
train [29/1000][2600/6660] n_relations: 21555, Loss: 0.452255, Agg: 0.388593
train [29/1000][2800/6660] n_relations: 20182, Loss: 0.330468, Agg: 0.388272
train [29/1000][3000/6660] n_relations: 5162, Loss: 0.434765, Agg: 0.388755
train [29/1000][3200/6660] n_relations: 12964, Loss: 0.412862, Agg: 0.388175
train [29/1000][3400/6660] n_relations: 9131, Loss: 0.253498, Agg: 0.387873
train [29/1000][3600/6660] n_relations: 11147, Loss: 0.344457, Agg: 0.387601
train [29/1000][3800/6660] n_relations: 10721, Loss: 0.337373, Agg: 0.388202
train [29/1000][4000/6660] n_relations: 6469, Loss: 0.371235, Agg: 0.388331
train [29/1000][4200/6660] n_relations: 5950, Loss: 0.349242, Agg: 0.389111
train [29/1000][4400/6660] n_relations: 4850, Loss: 0.263104, Agg: 0.389043
train [29/1000][4600/6660] n_relations: 12663, Loss: 0.316288, Agg: 0.388879
train [29/1000][4800/6660] n_relations: 14246, Loss: 0.369912, Agg: 0.388346
train [29/1000][5000/6660] n_relations: 10914, Loss: 0.382862, Agg: 0.388497
train [29/1000][5200/6660] n_relations: 8272, Loss: 0.411783, Agg: 0.388746
train [29/1000][5400/6660] n_relations: 14713, Loss: 0.451809, Agg: 0.388821
train [29/1000][5600/6660] n_relations: 10800, Loss: 0.449553, Agg: 0.389046
train [29/1000][5800/6660] n_relations: 5011, Loss: 0.422397, Agg: 0.389109
train [29/1000][6000/6660] n_relations: 5520, Loss: 0.328139, Agg: 0.389378
train [29/1000][6200/6660] n_relations: 9618, Loss: 0.220823, Agg: 0.389702
train [29/1000][6400/6660] n_relations: 8107, Loss: 0.392402, Agg: 0.389647
train [29/1000][6600/6660] n_relations: 7532, Loss: 0.351898, Agg: 0.389567
train [29/1000] Loss: 0.3896, Best valid: 0.3933
valid [29/1000][0/740] n_relations: 11872, Loss: 0.258985, Agg: 0.258985
valid [29/1000][200/740] n_relations: 13927, Loss: 0.300793, Agg: 0.414153
valid [29/1000][400/740] n_relations: 11193, Loss: 0.413649, Agg: 0.383130
valid [29/1000][600/740] n_relations: 7175, Loss: 0.398313, Agg: 0.395503
valid [29/1000] Loss: 0.3973, Best valid: 0.3933
Epoch    29: reducing learning rate of group 0 to 8.0000e-05.
train [30/1000][0/6660] n_relations: 4723, Loss: 0.349443, Agg: 0.349443
train [30/1000][200/6660] n_relations: 5204, Loss: 0.393055, Agg: 0.392104
train [30/1000][400/6660] n_relations: 9928, Loss: 0.448595, Agg: 0.388026
train [30/1000][600/6660] n_relations: 12485, Loss: 0.437745, Agg: 0.384544
train [30/1000][800/6660] n_relations: 13936, Loss: 0.331709, Agg: 0.386967
train [30/1000][1000/6660] n_relations: 8358, Loss: 0.482500, Agg: 0.385048
train [30/1000][1200/6660] n_relations: 6882, Loss: 0.427940, Agg: 0.384582
train [30/1000][1400/6660] n_relations: 5778, Loss: 0.466806, Agg: 0.383707
train [30/1000][1600/6660] n_relations: 19753, Loss: 0.348092, Agg: 0.383724
train [30/1000][1800/6660] n_relations: 13581, Loss: 0.262631, Agg: 0.384121
train [30/1000][2000/6660] n_relations: 9227, Loss: 0.530387, Agg: 0.384682
train [30/1000][2200/6660] n_relations: 5629, Loss: 0.392748, Agg: 0.384757
train [30/1000][2400/6660] n_relations: 4562, Loss: 0.409908, Agg: 0.384996
train [30/1000][2600/6660] n_relations: 9709, Loss: 0.414424, Agg: 0.384462
train [30/1000][2800/6660] n_relations: 5475, Loss: 0.385334, Agg: 0.384698
train [30/1000][3000/6660] n_relations: 15452, Loss: 0.469070, Agg: 0.384677
train [30/1000][3200/6660] n_relations: 17881, Loss: 0.301269, Agg: 0.384532
train [30/1000][3400/6660] n_relations: 10097, Loss: 0.310659, Agg: 0.384291
train [30/1000][3600/6660] n_relations: 11030, Loss: 0.403035, Agg: 0.384644
train [30/1000][3800/6660] n_relations: 5180, Loss: 0.382033, Agg: 0.384677
train [30/1000][4000/6660] n_relations: 13709, Loss: 0.290364, Agg: 0.384267
train [30/1000][4200/6660] n_relations: 19103, Loss: 0.266966, Agg: 0.384724
train [30/1000][4400/6660] n_relations: 13573, Loss: 0.327371, Agg: 0.384343
train [30/1000][4600/6660] n_relations: 5268, Loss: 0.406323, Agg: 0.384049
train [30/1000][4800/6660] n_relations: 3473, Loss: 0.385995, Agg: 0.384070
train [30/1000][5000/6660] n_relations: 12870, Loss: 0.459682, Agg: 0.383973
train [30/1000][5200/6660] n_relations: 6055, Loss: 0.304689, Agg: 0.384047
train [30/1000][5400/6660] n_relations: 8107, Loss: 0.388885, Agg: 0.384370
train [30/1000][5600/6660] n_relations: 18781, Loss: 0.305435, Agg: 0.383873
train [30/1000][5800/6660] n_relations: 9185, Loss: 0.369234, Agg: 0.383718
train [30/1000][6000/6660] n_relations: 18840, Loss: 0.426070, Agg: 0.383730
train [30/1000][6200/6660] n_relations: 18999, Loss: 0.309783, Agg: 0.384040
train [30/1000][6400/6660] n_relations: 14796, Loss: 0.329091, Agg: 0.383664
train [30/1000][6600/6660] n_relations: 8951, Loss: 0.400716, Agg: 0.383679
train [30/1000] Loss: 0.3837, Best valid: 0.3933
valid [30/1000][0/740] n_relations: 11872, Loss: 0.162567, Agg: 0.162567
valid [30/1000][200/740] n_relations: 13927, Loss: 0.291566, Agg: 0.402546
valid [30/1000][400/740] n_relations: 11193, Loss: 0.365609, Agg: 0.371006
valid [30/1000][600/740] n_relations: 7175, Loss: 0.379883, Agg: 0.382219
valid [30/1000] Loss: 0.3834, Best valid: 0.3933
train [31/1000][0/6660] n_relations: 4317, Loss: 0.400174, Agg: 0.400174
train [31/1000][200/6660] n_relations: 24321, Loss: 0.423133, Agg: 0.391993
train [31/1000][400/6660] n_relations: 8446, Loss: 0.378972, Agg: 0.388446
train [31/1000][600/6660] n_relations: 5439, Loss: 0.318439, Agg: 0.386590
train [31/1000][800/6660] n_relations: 16492, Loss: 0.224658, Agg: 0.383488
train [31/1000][1000/6660] n_relations: 8089, Loss: 0.411176, Agg: 0.382660
train [31/1000][1200/6660] n_relations: 4689, Loss: 0.338804, Agg: 0.381194
train [31/1000][1400/6660] n_relations: 20177, Loss: 0.506028, Agg: 0.380496
train [31/1000][1600/6660] n_relations: 4548, Loss: 0.477624, Agg: 0.379625
train [31/1000][1800/6660] n_relations: 15458, Loss: 0.401552, Agg: 0.379305
train [31/1000][2000/6660] n_relations: 8009, Loss: 0.332487, Agg: 0.380422
train [31/1000][2200/6660] n_relations: 21754, Loss: 0.271092, Agg: 0.381032
train [31/1000][2400/6660] n_relations: 14755, Loss: 0.319165, Agg: 0.380766
train [31/1000][2600/6660] n_relations: 15044, Loss: 0.359509, Agg: 0.381133
train [31/1000][2800/6660] n_relations: 5222, Loss: 0.284914, Agg: 0.381654
train [31/1000][3000/6660] n_relations: 15235, Loss: 0.489731, Agg: 0.381310
train [31/1000][3200/6660] n_relations: 5521, Loss: 0.267289, Agg: 0.381308
train [31/1000][3400/6660] n_relations: 11737, Loss: 0.308869, Agg: 0.380991
train [31/1000][3600/6660] n_relations: 9310, Loss: 0.471938, Agg: 0.380799
train [31/1000][3800/6660] n_relations: 21110, Loss: 0.374062, Agg: 0.381007
train [31/1000][4000/6660] n_relations: 16437, Loss: 0.314629, Agg: 0.381599
train [31/1000][4200/6660] n_relations: 22875, Loss: 0.271218, Agg: 0.381577
train [31/1000][4400/6660] n_relations: 19948, Loss: 0.565153, Agg: 0.382327
train [31/1000][4600/6660] n_relations: 20408, Loss: 0.407557, Agg: 0.382530
train [31/1000][4800/6660] n_relations: 10078, Loss: 0.391463, Agg: 0.383297
train [31/1000][5000/6660] n_relations: 15182, Loss: 0.559367, Agg: 0.383127
train [31/1000][5200/6660] n_relations: 14255, Loss: 0.375231, Agg: 0.382850
train [31/1000][5400/6660] n_relations: 7026, Loss: 0.379995, Agg: 0.382729
train [31/1000][5600/6660] n_relations: 6478, Loss: 0.513460, Agg: 0.382756
train [31/1000][5800/6660] n_relations: 12350, Loss: 0.383839, Agg: 0.382547
train [31/1000][6000/6660] n_relations: 21369, Loss: 0.316852, Agg: 0.382425
train [31/1000][6200/6660] n_relations: 6106, Loss: 0.493865, Agg: 0.382361
train [31/1000][6400/6660] n_relations: 8316, Loss: 0.287243, Agg: 0.382375
train [31/1000][6600/6660] n_relations: 9206, Loss: 0.295086, Agg: 0.382018
train [31/1000] Loss: 0.3820, Best valid: 0.3834
valid [31/1000][0/740] n_relations: 11872, Loss: 0.174810, Agg: 0.174810
valid [31/1000][200/740] n_relations: 13927, Loss: 0.284780, Agg: 0.400051
valid [31/1000][400/740] n_relations: 11193, Loss: 0.378952, Agg: 0.369659
valid [31/1000][600/740] n_relations: 7175, Loss: 0.381615, Agg: 0.380127
valid [31/1000] Loss: 0.3815, Best valid: 0.3834
train [32/1000][0/6660] n_relations: 8212, Loss: 0.472588, Agg: 0.472588
train [32/1000][200/6660] n_relations: 8286, Loss: 0.392553, Agg: 0.378687
train [32/1000][400/6660] n_relations: 9872, Loss: 0.275483, Agg: 0.374887
train [32/1000][600/6660] n_relations: 7233, Loss: 0.347494, Agg: 0.375135
train [32/1000][800/6660] n_relations: 3309, Loss: 0.433317, Agg: 0.379430
train [32/1000][1000/6660] n_relations: 20052, Loss: 0.337060, Agg: 0.377985
train [32/1000][1200/6660] n_relations: 17166, Loss: 0.399877, Agg: 0.377639
train [32/1000][1400/6660] n_relations: 10266, Loss: 0.383649, Agg: 0.377230
train [32/1000][1600/6660] n_relations: 5549, Loss: 0.469973, Agg: 0.378801
train [32/1000][1800/6660] n_relations: 6738, Loss: 0.425365, Agg: 0.380028
train [32/1000][2000/6660] n_relations: 17350, Loss: 0.279283, Agg: 0.380549
train [32/1000][2200/6660] n_relations: 3204, Loss: 0.440465, Agg: 0.380692
train [32/1000][2400/6660] n_relations: 11193, Loss: 0.325056, Agg: 0.380236
train [32/1000][2600/6660] n_relations: 6039, Loss: 0.561838, Agg: 0.381040
train [32/1000][2800/6660] n_relations: 3894, Loss: 0.227331, Agg: 0.380755
